,pred
1367,149554.99289866854
1368,252999.76995708857
1369,316567.249601685
1370,192980.66359530026
1371,269834.14384420146
1372,342358.9996132072
1373,148220.92835818705
1374,307991.4688038942
1375,262337.00510868715
1376,138251.44970605147
1377,377604.1123435387
1378,179865.1476253542
1379,139220.7090007529
1380,200965.05744248573
1381,232476.5181862291
1382,203229.55733528596
1383,154942.23842335993
1384,154451.18203986585
1385,209253.30728428435
1386,340318.8090061578
1387,274537.37752577965
1388,450708.6210795692
1389,229268.259210989
1390,167162.36729863752
1391,227315.79829154603
1392,207049.73782242005
1393,149088.2198612317
1394,253215.49219835043
1395,257481.08575945784
1396,159670.18718053756
1397,184114.22951267398
1398,133441.8948663107
1399,239419.1273078638
1400,283936.71809948084
1401,122740.09967958815
1402,141693.61205516197
1403,189186.12793056385
1404,313174.7452703648
1405,208712.32697317944
1406,173928.39097242148
1407,241799.15074634604
1408,195155.61803702678
1409,261024.32853914954
1410,235236.40902334207
1411,195853.61834845867
1412,237906.96012959766
1413,151908.30795684922
1414,182019.18687318024
1415,320874.99237345875
1416,137942.3621523114
1417,303537.72254063305
1418,185446.36963134602
1419,171388.40572953902
1420,132737.1776781983
1421,280567.1032505369
1422,331263.50725000113
1423,277124.3621288435
1424,195227.6348484619
1425,140419.46130188357
1426,204288.89131330437
1427,148003.98068183838
1428,126276.85948615934
1429,228138.02446599075
1430,68193.41080385947
1431,113916.91528457857
1432,218853.16148364145
1433,245897.60966495576
1434,85340.11150468247
1435,437442.84873770684
1436,203857.29665893383
1437,216817.31486963533
1438,198513.10220015646
1439,272327.87455861794
1440,230130.22021094177
1441,143776.96962620187
1442,259027.71732024534
1443,183020.52430753998
1444,139501.8994326179
1445,87601.23092972954
1446,173158.14681500886
1447,171232.4659694886
1448,215444.5914802108
1449,158268.53086103388
1450,197680.25735182952
1451,314300.15654031635
1452,367004.29983991577
1453,475707.8240788428
1454,175495.630303228
1455,350220.4323523696
1456,239531.93165785458
1457,275248.9851356086
1458,142679.1103811402
1459,245809.48919972123
1460,315394.91201624024
1461,260173.1496491959
1462,256957.50644753943
1463,177094.16219865854
1464,204286.89407353767
1465,391241.0010095593
1466,340308.46431022935
1467,129510.53490619999
1468,233009.71415139304
1469,161462.48408655
1470,233237.15163577252
1471,266622.50194778875
1472,180202.36275433452
1473,236750.49678642125
1474,321240.61428087903
1475,297210.87846983946
1476,407440.5020378113
1477,194831.6753072846
1478,158669.25700021503
1479,282392.5292432981
1480,143810.72429251793
1481,159166.0635778376
1482,88554.60982937315
1483,343235.6456911205
1484,184159.86267111788
1485,99664.93572303158
1486,297488.84682798444
1487,187732.22861795616
1488,240462.93484623305
1489,213512.43538383345
1490,102437.75734995004
1491,166386.47334637528
1492,249702.0756878587
1493,258143.42703818926
1494,396920.7707343182
1495,166924.01609250155
1496,208267.1417523182
1497,113272.50601053366
1498,157036.83304297217
1499,138760.89593897056
1500,203674.6065087873
1501,148518.57390895163
1502,152613.70589757906
1503,199470.28378577036
1504,177613.75290318564
1505,243820.72297724092
1506,256320.0674676477
1507,180999.047513263
1508,437271.22779714654
1509,116445.93036054481
1510,387555.6474831067
1511,145258.04036383712
1512,185375.43396566075
1513,290647.8231898633
1514,144148.50630669793
1515,260573.24605753165
1516,209576.64481521127
1517,193541.21771463475
1518,149113.16551641573
1519,125678.63913625896
1520,218617.91556816024
1521,299179.63073090086
1522,246942.71718611885
1523,229455.84095924787
1524,124021.55919032711
1525,195422.79291317135
1526,171228.9585953984
1527,137044.47213536815
1528,187356.16968379394
1529,136280.8408301399
1530,121826.14263508993
1531,221561.91476645478
1532,136178.93025204216
1533,129054.24963858098
1534,152286.42078094208
1535,268234.89869843854
1536,191384.02665596147
1537,351368.7065825738
1538,418001.33083161706
1539,419507.8829599375
1540,182366.3973574089
1541,95534.99020022368
1542,219498.99348873628
1543,122902.64209155337
1544,204952.1064712771
1545,193709.3708195807
1546,261643.06204787813
1547,176129.7138250485
1548,332016.81737737963
1549,266642.73104279133
1550,110066.4124859331
1551,269894.4065052385
1552,387843.1129903335
1553,284563.9904124313
1554,166373.02641102835
1555,173679.9116703058
1556,190967.68898404704
1557,347130.9245780805
1558,188811.49851417515
1559,222240.5089667385
1560,302685.15601926803
1561,196573.3119292875
1562,200131.12941293925
1563,231588.72440494382
1564,241107.89192984864
1565,389695.8668342627
1566,171082.82068260328
1567,240084.30677392922
1568,290465.44091564557
1569,123995.54702336126
1570,235213.05121709302
1571,248498.0770261784
1572,93239.30953651326
1573,162155.07795947383
1574,464325.6436694533
1575,152559.05925290502
1576,283777.17274151644
1577,170915.0891155928
1578,192788.75183929675
1579,197220.753045562
1580,149091.95049056242
1581,197178.83616088345
1582,153525.7457450215
1583,164455.83240569208
1584,162382.99777317967
1585,216786.64361537911
1586,160724.85137823896
1587,172120.32453209625
1588,108281.4514030046
1589,218144.2175551677
1590,393344.2103169456
1591,363056.47364767647
1592,132959.01734687315
1593,285704.66407167504
1594,391310.6905832088
1595,420167.27020681946
1596,292069.35064647096
1597,286369.6125927498
1598,116148.15320998621
1599,202245.43445924844
1600,223481.90066600268
1601,278949.250077545
1602,154514.151005786
1603,147205.71738339443
1604,236063.12963118165
1605,257847.1691048052
1606,216574.17732727982
1607,170713.71246082464
1608,321572.5842679999
1609,325934.3689740588
1610,144661.47319149342
1611,171307.93913083195
1612,274726.95851697976
1613,167049.88371235243
1614,301039.4793164134
1615,298911.9757023987
1616,422896.0037428567
1617,158497.18560484014
1618,383000.65086032
1619,341668.2028071292
1620,172439.6550194815
1621,279532.10949546576
1622,196856.61939682244
1623,218324.38672207439
1624,207317.31650327094
1625,235498.4934484116
1626,189422.51952377148
1627,156517.26843154745
1628,201279.07655746903
1629,195653.43989176594
1630,283426.2787195847
1631,308235.9281481516
1632,189336.65182560944
1633,172203.84963402626
1634,215990.5680279749
1635,261009.4089182844
1636,484504.21288214246
1637,158970.8711479888
1638,174549.3491229653
1639,307893.86595176515
1640,252387.99280048572
1641,210438.54479696017
1642,178023.92362294497
1643,127531.49425039237
1644,280780.6322324607
1645,248315.73532828095
1646,138280.56143396036
1647,186406.192179639
1648,140248.30596309135
1649,154450.4075112622
1650,168814.2446981914
1651,161732.18983517843
1652,169386.55541042567
1653,306130.34863085556
1654,175084.32458680938
1655,214519.18959928447
1656,150162.3129481994
1657,341703.92730761826
1658,198499.78398502702
1659,213240.00645945192
1660,116439.0196519436
1661,390841.1730702296
1662,274769.37674197176
1663,134924.4840708131
1664,149501.46476257785
1665,306742.1744876092
1666,154853.3280187626
1667,166813.06663764003
1668,72782.28499096393
1669,190570.47576770597
1670,157728.28891327107
1671,131523.5349103176
1672,398059.56221833156
1673,234284.15737723652
1674,229948.27324454664
1675,274540.67190256214
1676,262350.79473009065
1677,143069.74449431457
1678,169981.21976713362
1679,223449.07790304426
1680,246159.3694664139
1681,246343.28715241962
1682,170432.93970219375
1683,366969.9782722949
1684,228129.7580497069
1685,187266.31269989905
1686,227624.22770829755
1687,166585.35184600408
1688,279216.54032239766
1689,183086.1107620018
1690,339221.20040055254
1691,199611.15179550153
1692,225004.12277683787
1693,199157.6507302808
1694,179211.04091976015
1695,168718.3141094421
1696,265644.11583105894
1697,217187.80081364806
1698,185801.18155191105
1699,255746.49756615466
1700,137341.88521613186
1701,147172.84612301944
1702,387458.35624288075
1703,166795.05527594822
1704,171462.28895049094
1705,300451.49196695985
1706,184781.84934213228
1707,243688.31125819247
1708,178336.2199204463
1709,183589.11041856918
1710,156992.11739147155
1711,150590.01144754642
1712,452492.9691404123
1713,170532.1922591405
1714,367512.31369860505
1715,258343.65715514592
1716,281461.29214178724
1717,179135.46157012638
1718,189602.66987815234
1719,134118.6815646385
1720,147295.205446169
1721,389621.4863038519
1722,164029.59232486913
1723,193425.77224760875
1724,410385.1261736271
1725,117713.09816794223
1726,105695.42481102278
1727,395026.07017349335
1728,116096.39348235585
1729,332281.8313742417
1730,183440.9207736468
1731,249732.4263683764
1732,262098.42688084597
1733,305312.344116592
1734,179920.68051756464
1735,274651.82952767314
1736,190937.00456215694
1737,169744.22985362998
1738,227301.59969318553
1739,203490.93852271882
1740,299799.59835788136
1741,168381.9397131666
1742,225600.8535558777
1743,147452.09101077265
1744,155608.29561562854
1745,148791.26563845424
1746,184889.7430897063
1747,214262.11628834947
1748,373643.41012649203
1749,111315.82916529509
1750,165130.0240916948
1751,134136.20586780264
1752,328848.5747432884
1753,147635.80031380054
1754,87476.04803052092
1755,203883.86063508433
1756,186228.86777941763
1757,274994.0261642323
1758,178970.40739931318
1759,237588.20668070973
1760,229796.74649528202
1761,294763.3448296142
1762,424967.28538039536
1763,148829.29224519507
1764,278504.5313812568
1765,251505.06161100866
1766,349330.13660436147
1767,318533.3421903026
1768,130912.45290143434
1769,124288.6943103318
1770,436079.688486751
1771,68309.98655692369
1772,213306.33030731682
1773,160200.43249061954
1774,106761.16231940886
1775,196998.08587207762
1776,196566.69074197524
1777,334996.8396567211
1778,175689.63740150814
1779,311122.5811698494
1780,182059.1932163768
1781,154497.06575908055
1782,457936.7127446121
1783,178138.35570454926
1784,136505.0430645343
1785,128202.14052875411
1786,215409.39835003548
1787,148674.0128321982
1788,177166.42862687117
1789,340305.89383640274
1790,176728.67988671584
1791,175810.5496425058
1792,193904.42115581504
1793,380519.25323593
1794,235895.04375672244
1795,227278.0722434033
1796,137139.91270248263
1797,147638.36825348221
1798,293889.4532077824
1799,96629.04544719202
1800,137894.3901767327
1801,234896.28283579572
1802,233195.84507984898
1803,234882.9865183983
1804,256772.62830009215
1805,222195.73515314053
1806,351288.22242036735
1807,150473.3286726642
1808,217576.00190380798
1809,232234.19055963377
1810,214776.76872725028
1811,244610.53926399854
1812,169111.75254901775
1813,150834.43531448842
1814,298480.8182667203
1815,160187.9340874134
1816,139612.31563883877
1817,169979.89966602853
1818,206552.32836602977
1819,142118.4676606607
1820,288601.15498076385
1821,210648.410867758
1822,340403.113375584
1823,101346.92822359242
1824,268824.4366077229
1825,245909.2283677335
1826,191297.46596339627
1827,178690.9731415908
1828,396142.43591423216
1829,141621.2438485686
1830,349386.81125074433
1831,269044.1099356193
1832,133345.83806896777
1833,155896.90331828463
1834,265003.8956318338
1835,299717.6738478477
1836,279898.97192329576
1837,193520.0695225576
1838,178440.86747019668
1839,179319.26352142348
1840,187226.49245155673
1841,259526.17766936842
1842,150658.14702261513
1843,135785.1448644154
1844,152750.78097491688
1845,134845.77818314143
1846,181498.80764220425
1847,199592.8013468785
1848,161304.00984136955
1849,198415.31732723306
1850,259855.79980088994
1851,279850.9225543439
1852,177148.93141707976
1853,147865.45686844178
1854,206456.56668246601
1855,308625.01777039864
1856,175551.6172353379
1857,164272.9169932462
1858,137002.81869420037
1859,145504.72614410002
1860,181622.45750814985
1861,195646.51785711106
1862,279840.8108943391
1863,301389.6240221635
1864,223379.24939628819
1865,125993.12774468098
1866,189492.2441915787
1867,328442.4754314162
1868,241434.6684566747
1869,196852.82428857835
1870,199465.18335327815
1871,332803.2622429379
1872,322149.8332228124
1873,222308.5919229412
1874,201236.34977208838
1875,279704.86923738034
1876,403655.1096933178
1877,151100.56510512874
1878,185512.5518287737
1879,311052.20707237994
1880,182016.6170742287
1881,449658.69071052433
1882,165379.61619232444
1883,322769.84631348733
1884,209277.0817557174
1885,181956.59401809247
1886,91587.6553221257
1887,149657.0529655342
1888,398695.7906864786
1889,82095.78284683541
1890,255208.4604535444
1891,184611.70990991365
1892,211600.4349007685
1893,162931.48933638545
1894,179531.42147501078
1895,198501.8199548554
1896,178287.65159539515
1897,354576.67750572815
1898,191200.81271069084
1899,208165.46671482277
1900,184574.38208994336
1901,181405.44512350357
1902,218491.16119961403
1903,259959.88059377176
1904,192704.18663387522
1905,225719.0926035662
1906,328592.66971738334
1907,150377.8433501205
1908,88926.3524088029
1909,150732.13312931036
1910,177491.3232028632
1911,236988.39506383045
1912,188886.47285760782
1913,197725.60904917214
1914,289757.23038399103
1915,175447.78582690124
1916,504624.2150712497
1917,213000.02789058269
1918,108056.15276793583
1919,278291.0351044644
1920,67206.56097926082
1921,320636.1886897643
1922,179037.39847669684
1923,259390.18758175045
1924,228248.12756381228
1925,157444.7383639468
1926,213053.4017879379
1927,354577.6548850017
1928,181598.0031690258
1929,464864.2164097207
1930,203807.22601336765
1931,175217.82575906976
1932,138332.90384743828
1933,325774.87906476774
1934,358097.43012105965
1935,289526.22971420025
1936,114073.45322861854
1937,335358.2630991538
1938,157151.1266895576
1939,147899.50838710376
1940,233384.5907932859
1941,174440.10454998768
1942,156259.60051966962
1943,225568.72738656984
1944,172925.97407143813
1945,191900.74220747314
1946,126736.58967763669
1947,176041.24017203067
1948,235000.31928168194
1949,185041.0415841795
1950,154690.39696032758
1951,69431.02726349856
1952,152421.64896395308
1953,139548.20781344114
1954,130388.22832041727
1955,158110.60339946745
1956,187072.33709570614
1957,213431.95307947925
1958,274238.2139820471
1959,130204.96085516877
1960,205965.42514307692
1961,225648.50159336423
1962,277330.8579465501
1963,153145.87663990242
1964,235031.03464875225
1965,322421.3128746754
1966,168246.28216348498
1967,86154.79837115228
1968,313385.245358605
1969,172092.49571562916
1970,199418.19875285
1971,163536.1230633877
1972,152974.38976384437
1973,276116.1904769288
1974,175946.88506980348
1975,154581.81540577044
1976,170175.46696512
1977,307383.8908814594
1978,205487.6670318792
1979,276633.36255724763
1980,205753.93076767036
1981,412118.33038571925
1982,185099.71644369655
1983,186906.06212988854
1984,143297.01221396826
1985,180754.94790099483
1986,203207.5094634567
1987,156707.45467810097
1988,226682.18573255933
1989,305643.08665334416
1990,148052.87708803796
1991,149149.70219026023
1992,301851.57336236024
1993,247390.0423865044
1994,337063.17700119124
1995,111624.1748439951
1996,137672.2014663067
1997,202208.66169083116
1998,180831.43748248206
1999,207957.1727785779
2000,123242.10772233411
2001,344828.4398710424
2002,173933.63558342398
2003,255196.53572820761
2004,182267.3121982142
2005,244461.2813447784
2006,175437.62212958583
2007,341597.94954775576
2008,120594.84882694749
2009,159530.8734108605
2010,268256.79389024776
2011,272283.7267613577
2012,314599.20646613237
2013,196654.19557597517
2014,193163.35508253484
2015,292020.222011019
2016,151679.01183949306
2017,342280.6577621907
2018,288777.9462185348
2019,228535.55836773693
2020,293435.1851098722
2021,208186.98597781974
2022,244516.10211823336
2023,210506.77765270844
2024,238897.42367557294
2025,267703.1098211848
2026,153484.731775214
2027,273180.4992194807
2028,276187.2071726304
2029,352392.86490895296
2030,345950.3208071691
2031,223069.51250917505
2032,143304.1651559829
2033,232468.031098417
2034,152731.31702239957
2035,134585.30291233983
2036,407611.3712355678
2037,294589.8702989506
2038,206637.83009605412
2039,128918.15596248316
2040,127902.29472635001
2041,186831.05878992382
2042,135570.00608369615
2043,148617.3444824884
2044,208399.87562248152
2045,182263.9295915698
2046,392122.71200102137
2047,171481.38966617457
2048,192528.17385972463
2049,364378.9020643598
2050,156876.00239217738
2051,122709.70321635621
2052,237053.98212308303
2053,155218.11621258632
2054,175994.0140486982
2055,293653.40421730996
2056,317258.25370851514
2057,173859.8600834581
2058,122192.05996774878
2059,197632.42550345842
2060,291891.6298370612
2061,135442.3782618623
2062,245459.28116313816
2063,253310.52271122954
2064,185422.43005527838
2065,259072.71625120606
2066,171071.7129292885
2067,105743.57798084737
2068,367158.14964260714
2069,238665.81176810883
2070,178894.88256242982
2071,242852.1245892021
2072,352726.0277231403
2073,175290.1317247558
2074,237748.71001263068
2075,140825.09224642464
2076,144966.24254529004
2077,162750.1262478909
2078,487486.0304596547
2079,248410.62962444354
2080,145448.11503834784
2081,359508.9091133282
2082,175004.01458331145
2083,224121.93741815301
2084,207180.7943854261
2085,283702.31087390543
2086,312651.45757373224
2087,193489.30892655498
2088,225388.9726818185
2089,86822.32868168064
2090,245724.93668072348
2091,284270.38659650536
2092,205964.97335663193
2093,195089.01633985696
2094,206653.43269693
2095,127523.60602409128
2096,87141.98723572996
2097,149860.6108528355
2098,415718.7755003284
2099,206029.7777238267
2100,198326.65329750656
2101,159726.57182955928
2102,161832.1286545897
2103,335744.5331132436
2104,189673.54640600848
2105,183163.58108637578
2106,204847.65055082404
2107,281966.21139848704
2108,234976.4482264356
2109,343064.2990381113
2110,519165.63698359014
2111,158333.03852341205
2112,208299.23600571806
2113,203369.45904675507
2114,255723.51217674906
2115,176581.5565568281
2116,210282.99158382593
2117,396610.30547974934
2118,128061.05588664343
2119,86367.84679469727
2120,152591.35911132448
2121,361915.45117973676
2122,156686.29811308585
2123,190815.53534115155
2124,107795.38128697115
2125,192590.8221367729
2126,224603.88313869105
2127,213878.95035329726
2128,166989.97767868475
2129,172291.8892884574
2130,276081.65653207584
2131,151476.77585458534
2132,239856.90605323456
2133,191948.27873659658
2134,249832.37928422878
2135,115653.2014930696
2136,165214.96443765558
2137,253127.82558245945
2138,341595.1649778004
2139,184382.8975673423
2140,158925.40311075372
2141,145945.2778781362
2142,283683.386605656
2143,392225.3039830146
2144,150900.40099998566
2145,315711.4974255879
2146,167355.539706461
2147,270954.8036614785
2148,227290.11782332204
2149,230664.5841768492
2150,260786.2863474798
2151,99943.26800080435
2152,180525.65728162212
2153,258205.11413441348
2154,218856.4700131623
2155,289117.99080031127
2156,288392.5122396338
2157,129927.85484469373
2158,171097.5277835235
2159,180763.71818653718
2160,171803.3920381728
2161,274879.7579307324
2162,165055.0428985353
2163,146947.98074370617
2164,282892.43164682674
2165,185887.00681976863
2166,151423.9076131487
2167,378652.230661747
2168,177423.2679807263
2169,179793.9799018759
2170,279288.7019408401
2171,233811.57034196635
2172,146616.77079568326
2173,121823.09280235865
2174,161765.0222340267
2175,155076.8108041623
2176,210028.90202432356
2177,67942.53294760965
2178,292284.30435749213
2179,183369.20693592064
2180,122767.02771111374
2181,215508.58078700505
2182,179147.92411883836
2183,196050.51642042078
2184,135595.12514306922
2185,218297.95935551592
2186,167997.50596817714
2187,348037.31699809356
2188,281285.0201246332
2189,211914.57853556715
2190,203436.40704364263
2191,177295.0052925942
2192,220719.39471799415
2193,227085.5362155766
2194,267482.8350091866
2195,241471.77042994066
2196,173036.1576898851
2197,290739.79512497806
2198,168796.39046429616
2199,220234.24119097888
2200,149763.90149281127
2201,286639.40042506513
2202,193446.9258503368
2203,252985.29886370627
2204,396172.91634810524
2205,158117.9096904202
2206,217673.0547894042
2207,211055.3909983361
2208,167119.98157632886
2209,149425.67232284046
2210,263007.5068984196
2211,130312.15693842308
2212,448160.35624122596
2213,178393.25987840342
2214,202155.3789022304
2215,260365.4674307548
2216,130251.14956562729
2217,276730.3210444564
2218,172940.0107595741
2219,171212.12096200872
2220,161253.45548970348
2221,232757.34386686102
2222,159860.65138577108
2223,209716.88301378896
2224,307716.16824726184
2225,373590.9864622318
2226,179737.04938472164
2227,160068.99506632113
2228,272010.00448212516
2229,67934.83795431461
2230,144546.71332584124
2231,279864.4881224073
2232,445647.35771246726
2233,268517.84404428495
2234,250608.91502143999
2235,179035.2126264401
2236,153073.106872323
2237,138171.82297276106
2238,283628.2370001866
2239,272982.1593613962
2240,329599.0029989419
2241,280590.9545292551
2242,208104.28127236414
2243,261704.81199437962
2244,68882.5644827641
2245,176004.45231997245
2246,174010.66446882844
2247,392778.7424924776
2248,194595.44747844682
2249,121448.59154326044
2250,258454.06487955217
2251,181393.38974049763
2252,237779.74654169372
2253,328373.15491457516
2254,185147.17375840564
2255,178539.2125981599
2256,239407.7395442115
2257,173626.0447246889
2258,173479.188341868
2259,277069.11390887445
2260,137052.4204162916
2261,126283.7918314542
2262,150533.50263938968
2263,301724.8125990899
2264,68865.27616213493
2265,152941.343478282
2266,277673.7349656226
2267,154713.21855270935
2268,161007.48151582535
2269,185253.31580464638
2270,180076.92118098095
2271,198408.39812763114
2272,325286.75139473507
2273,293931.9369542686
2274,180551.53038319584
2275,153510.98639829873
2276,164504.67618948364
2277,183312.80160994225
2278,265441.8603732013
2279,175929.29107034256
2280,439331.3624284893
2281,176687.4101793522
2282,335930.31380631804
2283,374155.37075207283
2284,416542.04936960543
2285,208496.07713914313
2286,143233.18963562176
2287,192799.49567405164
2288,172535.49621462103
2289,185912.15223370865
2290,264962.8728417128
2291,189102.1256041173
2292,280292.27950883436
2293,207928.4811790092
2294,264711.32667753316
2295,125363.97038152404
2296,263055.93487636675
2297,222287.5538954357
2298,228076.72241096586
2299,178195.00502489202
2300,186674.95365492883
2301,111826.5627415367
2302,167265.50310665852
2303,219315.73612459918
2304,182800.5171986891
2305,155491.5293919419
2306,301995.66485874046
2307,110195.79294976093
2308,132573.68706115757
2309,164869.18888121305
2310,247260.03218729756
2311,341751.67604492133
2312,160040.99083891025
2313,203520.95829290382
2314,276856.26147664356
2315,242587.56164673527
2316,156640.46977398547
2317,131703.22770714984
2318,400551.32167396
2319,129198.85419212643
2320,185269.6220195737
2321,492626.5292385032
2322,145466.32461427597
2323,193442.39331094836
2324,119899.08251535692
2325,151240.53147559674
2326,275108.4210757667
2327,329160.94076974643
2328,291353.33953155257
2329,283289.8951226931
2330,207063.0867203148
2331,236876.17342205788
2332,276989.28427504277
2333,304896.7476060225
2334,211784.6822332398
2335,128034.38476004972
2336,203470.50245393955
2337,187895.5350856651
2338,261097.21204479062
2339,178772.33714330354
2340,169066.40920287848
2341,150002.29708544005
2342,179358.964279196
2343,166053.48942054837
2344,131906.0495410468
2345,172388.6740658057
2346,194957.045789776
2347,252586.96334868352
2348,140959.04871799384
2349,365944.33528356673
2350,67864.74223740892
2351,261465.78810591105
2352,334899.46403069014
2353,261228.62294216783
2354,394950.6635395672
2355,234519.68500110094
2356,150018.7981775513
2357,299287.9715600426
2358,200371.06371644436
2359,148500.06182325663
2360,130335.88306544996
2361,233198.96169357465
2362,240350.78907883458
2363,214791.16458958815
2364,178551.42179262266
2365,244576.27839107293
2366,178374.233528579
2367,213766.56331723306
2368,209262.42617412642
2369,383866.69775066734
2370,209511.01013240655
2371,66623.03975184711
2372,197599.18050248697
2373,178964.89555001707
2374,183356.4877712265
2375,202811.22059687864
2376,171582.92537766375
2377,187530.84009610082
2378,138073.7877352532
2379,398537.4408220637
2380,187820.2795108649
2381,201268.70775061531
2382,218962.6501013105
2383,326680.91381321417
2384,134913.89290805263
2385,210677.47185536477
2386,128639.43666052667
2387,137622.85521497182
2388,285549.84943286644
2389,145814.60851090788
2390,221486.9908041105
2391,395639.86214128183
2392,354272.1607275102
2393,181020.65753378518
2394,158090.4557724843
2395,203399.70183347404
2396,187343.70942895825
2397,138846.69404011613
2398,281283.6878069695
2399,170214.81081837288
2400,380192.74308905663
2401,187546.37023374197
2402,142591.48343327324
2403,332705.6811532219
2404,213262.96398228395
2405,218976.0906201965
2406,294290.0679667462
2407,331320.7796388471
2408,273367.08079422574
2409,311722.1131197885
2410,231086.90945997395
2411,246876.6027247677
2412,113712.78606962867
2413,292381.6874446409
2414,155149.96028202446
2415,124225.75451535145
2416,176906.1899893913
2417,161190.48990268592
2418,177641.56145153838
2419,163053.84062561925
2420,86551.31873917747
2421,131724.21206815736
2422,124333.94538049266
2423,303732.7025173411
2424,217135.49641476077
2425,179307.57441620086
2426,176124.64291375934
2427,270922.42642338027
2428,188567.20397618596
2429,188796.91889709648
2430,208757.11306759692
2431,181572.50691654228
2432,176106.4262368211
2433,191978.0455874347
2434,193157.34638726816
2435,136527.55650999295
2436,243672.02118265457
2437,184805.58144682462
2438,290921.0924207867
2439,129240.44925706871
2440,349372.3257943232
2441,195325.3573215463
2442,226285.7575170669
2443,292472.2609594489
2444,246206.97022349676
2445,147302.02985553187
2446,178205.93769246325
2447,375943.03224600834
2448,189182.80860081673
2449,354827.7774825181
2450,230345.33293906317
2451,244239.365369063
2452,259077.4788736281
2453,356317.53488357813
2454,125570.8778485087
2455,144422.1587340777
2456,116091.5608962681
2457,465179.59128329717
2458,290101.74665182224
2459,174746.2481592758
2460,146694.53413131105
2461,256163.10402417218
2462,158032.43610452232
2463,385410.43965284684
2464,306244.3259986094
2465,163221.06037402325
2466,120530.39766653496
2467,231875.8465089998
2468,317627.96024786687
2469,356556.1338376789
2470,251820.89372917102
2471,183378.1003947231
2472,196548.2699632018
2473,181395.59132264173
2474,220210.9129029196
2475,295812.73914576205
2476,124821.13839049738
2477,201300.89456304658
2478,165512.00464852047
2479,71623.09557243275
2480,394944.31000970973
2481,283671.8359334141
2482,250254.39802630444
2483,261342.65204509717
2484,212263.40321576598
2485,313448.1860335236
2486,317448.09620950854
2487,152981.02502285034
2488,297702.12308395066
2489,288404.77005079994
2490,170878.7388387545
2491,241909.61266258624
2492,134962.773251563
2493,221815.66791745537
2494,388195.906548239
2495,190572.64399996324
2496,159907.62024459697
2497,203309.41330699477
2498,211901.25281505578
2499,205138.35277366664
2500,294065.42377190717
2501,149894.14950781193
2502,146559.3932728527
2503,203411.90583554693
2504,131250.77598317168
2505,257046.81586748082
2506,151685.69670365547
2507,378258.20547196275
2508,223239.06496339984
2509,251450.61899968487
2510,157255.82045937027
2511,336194.46949325874
2512,285934.66653092
2513,429559.3429268724
2514,417037.5555841606
2515,195910.9997248232
2516,156046.44002549798
2517,144389.58804564888
2518,199933.8536216191
2519,182815.56542496086
2520,415949.1598191429
2521,165494.7131735795
2522,317665.68250699085
2523,150388.25912597368
2524,163806.20088181875
2525,196872.62971856285
2526,288783.92034533573
2527,267393.21816163533
2528,136679.52381651688
2529,154829.76261002393
2530,297315.2561886657
2531,175084.05104474458
2532,191116.19928916302
2533,384690.113919021
2534,301931.8885077968
2535,237701.99001445447
2536,91307.49248492095
2537,332941.8098090401
2538,305464.41408156784
2539,268735.81710114516
2540,187294.6486341913
2541,283755.04994547385
2542,161777.5393756228
2543,160095.14085159302
2544,252706.1034047701
2545,265165.5065264543
2546,321783.81024226954
2547,148845.5048312335
2548,130142.39335213629
2549,322394.5768667652
2550,186095.00810084763
2551,295389.79356219934
2552,325927.2446857922
2553,201391.19284235704
2554,195208.5276056306
2555,296269.80146543006
2556,286732.3013612917
2557,153016.69375001217
2558,161244.53314762985
2559,398292.0395423847
2560,116452.95846780337
2561,430209.4585557171
2562,217891.09527571584
2563,301553.1020576873
2564,341868.9384513215
2565,349332.3167757501
2566,179044.10964583582
2567,312292.07176839566
2568,141435.82343573877
2569,158512.13156638926
2570,123196.5176166858
2571,292187.7215000557
2572,216081.7099099775
2573,275819.26817589696
2574,175991.8223908815
2575,155438.33466522698
2576,468473.78215005086
2577,302355.0161664509
2578,151934.92181115306
2579,170424.89976141593
2580,171189.50080265506
2581,208891.459280675
2582,369352.7148338317
2583,196430.99616756887
2584,128516.87366791883
2585,184391.7861436347
2586,205260.28839119087
2587,235632.6800873269
2588,241448.94384099595
2589,332553.2753601994
2590,205821.0628684114
2591,167882.94801033512
2592,340922.54583412694
2593,297152.2966093885
2594,274237.6890355424
2595,176437.88763843992
2596,162246.28128031862
2597,191230.85642107163
2598,185581.65233891262
2599,412817.54654872336
2600,142774.1863824896
2601,154767.73341936414
2602,90219.56226847661
2603,177902.38499526263
2604,149559.5357745926
2605,152521.18329573973
2606,178941.97947657228
2607,152962.850559667
2608,247001.39654403017
2609,184456.81410749935
2610,284384.1577323504
2611,193965.50676246718
2612,261870.64056829293
2613,197068.5969663431
2614,213468.67184089456
2615,155151.11545337725
2616,265898.2596669011
2617,288045.2653046673
2618,165732.51283733765
2619,126501.50440445966
2620,132051.2106109592
2621,153086.07427586702
2622,236754.78130026802
2623,159791.7767544031
2624,167734.50160225527
2625,222697.6895378325
2626,189682.9528543784
2627,224413.30384485263
2628,112230.66663524754
2629,180404.0491935697
2630,483036.5507215128
2631,136780.4500073261
2632,193985.37892552477
2633,163669.49050495785
2634,196871.17698409635
2635,112285.68794943474
2636,140930.70695651427
2637,137670.23499868935
2638,299670.8117459903
2639,142669.1032244037
2640,127464.0026575919
2641,179683.4976870972
2642,232508.08252471947
